# light	lc	os
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M55	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_1F_Z4_G6_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z4_G6_Quiet_Room_MM55_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M56	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_GF_Z4_G11_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z4_G11_Quiet_Room_MM56_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M56	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_1F_Z4_G11_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z4_G11_Quiet_Room_MM56_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M57	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_1F_Z4_G12_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z4_G12_Quiet_Room_MM57_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M57	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_GF_Z4_G12_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z4_G12_Quiet_Room_MM57_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M36	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_GF_Z4_G4_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z4_G4_Workstation2_MM36_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M36	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_1F_Z4_G4_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z4_G4_Workstation2_MM36_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M10	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_GF_Z1_G6_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z1_G6_AISLE11_4R_SM10_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M10	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_1F_Z1_G6_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z1_G6_AISLE11_4R_SM10_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M15	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_1F_Z1_G8_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z1_G8_AISLE11_1T_SM15_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M15	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_GF_Z1_G8_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z1_G8_AISLE11_1T_SM15_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M20	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_GF_Z1_G10_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z1_G10_AISLE11_5T_SM20_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M20	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_1F_Z1_G10_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z1_G10_AISLE11_5T_SM20_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M42	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_GF_Z5_G1_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z5_G1_Atrium_Space_SM42_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M42	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_1F_Z5_G1_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z5_G1_Atrium_Space_SM42_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M6	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_GF_Z1_G4_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z1_G4_AISLE11_7R_SM6_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M6	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_1F_Z1_G4_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z1_G4_AISLE11_7R_SM6_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M8	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_1F_Z1_G5_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z1_G5_AISLE11_8R_SM8_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M8	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_GF_Z1_G5_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z1_G5_AISLE11_8R_SM8_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M13	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_1F_Z1_G7_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z1_G7_AISLE11_5R_SM13_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M13	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_GF_Z1_G7_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z1_G7_AISLE11_5R_SM13_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M18	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_1F_Z1_G9_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z1_G9_AISLE11_2T_SM18_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M18	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_GF_Z1_G9_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z1_G9_AISLE11_2T_SM18_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M3	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_GF_Z1_G2_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z1_G2_AISLE11_8S_SM3_TRIGGER
http://buildsys.org/ontologies/examples/IBM_B3#Lighting_1F_M3	http://buildsys.org/ontologies/examples/IBM_B3#B3_42_1F_Z1_G2_LGHT_LOAD	http://buildsys.org/ontologies/examples/IBM_B3#d02_Z1_G2_AISLE11_8S_SM3_TRIGGER
